     Orden	Frec.absoluta 	 Frec.normalizada 
 53010.	lanceoladas 	      101	     0.66
 53011.	laser	      101	     0.66
 53012.	levantarla	      101	     0.66
 53013.	levantarle	      101	     0.66
 53014.	llamemos 	      101	     0.66
 53015.	lota	      101	     0.66
 53016.	mails	      101	     0.66
 53017.	manejarlo	      101	     0.66
 53018.	market 	      101	     0.66
 53019.	matarife	      101	     0.66
 53020.	megalomanía  	      101	     0.66
 53021.	melancólicas 	      101	     0.66
 53022.	meteorización 	      101	     0.66
 53023.	metionina	      101	     0.66
 53024.	mirra	      101	     0.66
 53025.	monótonos  	      101	     0.66
 53026.	montículos 	      101	     0.66
 53027.	mostradores 	      101	     0.66
 53028.	mudéjares 	      101	     0.66
 53029.	navalcarnero	      101	     0.66
 53030.	noticiosa	      101	     0.66
 53031.	objetivación	      101	     0.66
 53032.	obscenidades 	      101	     0.66
 53033.	oculte	      101	     0.66
 53034.	oferentes	      101	     0.66
 53035.	ofrecerte	      101	     0.66
 53036.	olid	      101	     0.66
 53037.	órale	      101	     0.66
 53038.	ortesis	      101	     0.66
 53039.	ortiga	      101	     0.66
 53040.	palmeó 	      101	     0.66
 53041.	pañal	      101	     0.66
 53042.	panela	      101	     0.66
 53043.	parénquima 	      101	     0.66
 53044.	perfeccionista	      101	     0.66
 53045.	perimetral	      101	     0.66
 53046.	perot	      101	     0.66
 53047.	perpetuas 	      101	     0.66
 53048.	petrificados	      101	     0.66
 53049.	pidiéndome 	      101	     0.66
 53050.	piolet	      101	     0.66
 53051.	policia	      101	     0.66
 53052.	pope 	      101	     0.66
 53053.	precursoras	      101	     0.66
 53054.	predominaban  	      101	     0.66
 53055.	pregonan 	      101	     0.66
 53056.	pregrado	      101	     0.66
 53057.	prevalecientes	      101	     0.66
 53058.	preverse	      101	     0.66
 53059.	probamos  	      101	     0.66
 53060.	pronación	      101	     0.66
 53061.	psicosomáticas 	      101	     0.66
 53062.	pugnaban 	      101	     0.66
 53063.	punitiva	      101	     0.66
 53064.	purusa 	      101	     0.66
 53065.	radioeléctrico	      101	     0.66
 53066.	ramadán 	      101	     0.66
 53067.	rastrojos	      101	     0.66
 53068.	rearmados 	      101	     0.66
 53069.	recabados 	      101	     0.66
 53070.	reconstitución	      101	     0.66
 53071.	reguera	      101	     0.66
 53072.	relacionamos 	      101	     0.66
 53073.	rencorosa 	      101	     0.66
 53074.	rene	      101	     0.66
 53075.	rentistas	      101	     0.66
 53076.	renuentes 	      101	     0.66
 53077.	resbalaban 	      101	     0.66
 53078.	resonando 	      101	     0.66
 53079.	retumbó 	      101	     0.66
 53080.	reutemann 	      101	     0.66
 53081.	revisor	      101	     0.66
 53082.	revoloteando	      101	     0.66
 53083.	roncesvalles	      101	     0.66
 53084.	ruinosa	      101	     0.66
 53085.	sacudieron 	      101	     0.66
 53086.	salvos	      101	     0.66
 53087.	saneada 	      101	     0.66
 53088.	shangai 	      101	     0.66
 53089.	simas 	      101	     0.66
 53090.	sísmicos 	      101	     0.66
 53091.	soc 	      101	     0.66
 53092.	sometían 	      101	     0.66
 53093.	sonsonete 	      101	     0.66
 53094.	sostenerlo	      101	     0.66
 53095.	station	      101	     0.66
 53096.	steel	      101	     0.66
 53097.	sumirse 	      101	     0.66
 53098.	sung 	      101	     0.66
 53099.	sustituirlos	      101	     0.66
 53100.	taludes	      101	     0.66
 53101.	tapetes	      101	     0.66
 53102.	tipificado	      101	     0.66
 53103.	toreado	      101	     0.66
 53104.	totalizaron	      101	     0.66
 53105.	townsend 	      101	     0.66
 53106.	trabajoso	      101	     0.66
 53107.	traeré	      101	     0.66
 53108.	transportadora	      101	     0.66
 53109.	trapiello	      101	     0.66
 53110.	trasnacionales	      101	     0.66
 53111.	trasponer	      101	     0.66
 53112.	tristan	      101	     0.66
 53113.	trotar	      101	     0.66
 53114.	trotski	      101	     0.66
 53115.	tsering	      101	     0.66
 53116.	tuzla	      101	     0.66
 53117.	ubicuo	      101	     0.66
 53118.	upc 	      101	     0.66
 53119.	urban	      101	     0.66
 53120.	vallisoletanos	      101	     0.66
 53121.	varamo 	      101	     0.66
 53122.	varicela	      101	     0.66
 53123.	vedados 	      101	     0.66
 53124.	vendada 	      101	     0.66
 53125.	veracruzana 	      101	     0.66
 53126.	vilaseca	      101	     0.66
 53127.	vitivinícolas	      101	     0.66
 53128.	vocerío	      101	     0.66
 53129.	watts	      101	     0.66
 53130.	wembley  	      101	     0.66
 53131.	yacún 	      101	     0.66
 53132.	abimael 	      100	     0.65
 53133.	acarreaba 	      100	     0.65
 53134.	accesorias 	      100	     0.65
 53135.	acentuaron 	      100	     0.65
 53136.	aclamaciones 	      100	     0.65
 53137.	acodado 	      100	     0.65
 53138.	afanaba 	      100	     0.65
 53139.	agazapados  	      100	     0.65
 53140.	agradeceré 	      100	     0.65
 53141.	agraviado	      100	     0.65
 53142.	alada	      100	     0.65
 53143.	aljibe	      100	     0.65
 53144.	allanó	      100	     0.65
 53145.	almadén 	      100	     0.65
 53146.	alquilados	      100	     0.65
 53147.	animé 	      100	     0.65
 53148.	antiaérea	      100	     0.65
 53149.	antihistamínicos	      100	     0.65
 53150.	antipática	      100	     0.65
 53151.	antropóloga	      100	     0.65
 53152.	apartaban 	      100	     0.65
 53153.	aprobarán 	      100	     0.65
 53154.	aprovechables 	      100	     0.65
 53155.	arcoiris	      100	     0.65
 53156.	argolla	      100	     0.65
 53157.	arritmia	      100	     0.65
 53158.	asímismo 	      100	     0.65
 53159.	auditorium	      100	     0.65
 53160.	aumentara 	      100	     0.65
 53161.	ayúdeme  	      100	     0.65
 53162.	bahienses 	      100	     0.65
 53163.	banquetas 	      100	     0.65
 53164.	barrial	      100	     0.65
 53165.	barrichello	      100	     0.65
 53166.	bee 	      100	     0.65
 53167.	beigbeder	      100	     0.65
 53168.	bengalas 	      100	     0.65
 53169.	bicolor	      100	     0.65
 53170.	bielas	      100	     0.65
 53171.	bólido	      100	     0.65
 53172.	books 	      100	     0.65
 53173.	borbónica	      100	     0.65
 53174.	burocracias	      100	     0.65
 53175.	butacón 	      100	     0.65
 53176.	calculadoras	      100	     0.65
 53177.	calificarlo	      100	     0.65
 53178.	came 	      100	     0.65
 53179.	canapé 	      100	     0.65
 53180.	canillas	      100	     0.65
 53181.	cantú	      100	     0.65
 53182.	casey 	      100	     0.65
 53183.	catedralicio	      100	     0.65
 53184.	ceñía	      100	     0.65
 53185.	chubais 	      100	     0.65
 53186.	chuquisaca 	      100	     0.65
 53187.	cínicamente 	      100	     0.65
 53188.	circularidad	      100	     0.65
 53189.	circunscrita	      100	     0.65
 53190.	civilista	      100	     0.65
 53191.	colt	      100	     0.65
 53192.	combatirlos	      100	     0.65
 53193.	comentarlo 	      100	     0.65
 53194.	competido 	      100	     0.65
 53195.	comportaban  	      100	     0.65
 53196.	comprometiéndose  	      100	     0.65
 53197.	compulsivos 	      100	     0.65
 53198.	concluimos 	      100	     0.65
 53199.	confeccionó 	      100	     0.65
 53200.	connacionales 	      100	     0.65
 53201.	contuve	      100	     0.65
 53202.	corpuscular	      100	     0.65
 53203.	correteando	      100	     0.65
 53204.	cowboy 	      100	     0.65
 53205.	creek	      100	     0.65
 53206.	cristobal	      100	     0.65
 53207.	criticable	      100	     0.65
 53208.	cromatina 	      100	     0.65
 53209.	cuantioso	      100	     0.65
 53210.	cubrimos 	      100	     0.65
 53211.	cukor	      100	     0.65
 53212.	cupular	      100	     0.65
 53213.	decanato 	      100	     0.65
 53214.	decomisados  	      100	     0.65
 53215.	decrecer	      100	     0.65
 53216.	derrotadas	      100	     0.65
 53217.	desarmada  	      100	     0.65
 53218.	desatarse 	      100	     0.65
 53219.	descendentes  	      100	     0.65
 53220.	descontaminación  	      100	     0.65
 53221.	describirlo	      100	     0.65
 53222.	desecado 	      100	     0.65
 53223.	desgarradas 	      100	     0.65
 53224.	deshonor 	      100	     0.65
 53225.	desincorporación	      100	     0.65
 53226.	desmintiendo 	      100	     0.65
 53227.	despedazado  	      100	     0.65
 53228.	despejando 	      100	     0.65
 53229.	desvirtúa	      100	     0.65
 53230.	devolvería	      100	     0.65
 53231.	diagnosticadas 	      100	     0.65
 53232.	difundía	      100	     0.65
 53233.	diluidos	      100	     0.65
 53234.	diocesana 	      100	     0.65
 53235.	discriminado	      100	     0.65
 53236.	docta	      100	     0.65
 53237.	doctos 	      100	     0.65
 53238.	domino 	      100	     0.65
 53239.	dulcinea	      100	     0.65
 53240.	dvorak	      100	     0.65
 53241.	efluentes	      100	     0.65
 53242.	eguna 	      100	     0.65
 53243.	eluard	      100	     0.65
 53244.	embustero 	      100	     0.65
 53245.	empleen 	      100	     0.65
 53246.	enardecida 	      100	     0.65
 53247.	endurecida 	      100	     0.65
 53248.	entendiéndose 	      100	     0.65
 53249.	entrábamos 	      100	     0.65
 53250.	entretienen	      100	     0.65
 53251.	entronque 	      100	     0.65
 53252.	envejeciendo	      100	     0.65
 53253.	equiparables	      100	     0.65
 53254.	escandalizar	      100	     0.65
 53255.	escapulario	      100	     0.65
 53256.	espinos 	      100	     0.65
 53257.	esponjoso 	      100	     0.65
 53258.	esponsales 	      100	     0.65
 53259.	esquematismo  	      100	     0.65
 53260.	estabais	      100	     0.65
 53261.	estate	      100	     0.65
 53262.	estigarribia	      100	     0.65
 53263.	evidenciaba	      100	     0.65
 53264.	excéntricos	      100	     0.65
 53265.	exilios	      100	     0.65
 53266.	exorcizar	      100	     0.65
 53267.	expiró	      100	     0.65
 53268.	fachas	      100	     0.65
 53269.	fanfarrón	      100	     0.65
 53270.	fap	      100	     0.65
 53271.	fes	      100	     0.65
 53272.	fiore	      100	     0.65
 53273.	flechazo	      100	     0.65
 53274.	fletcher	      100	     0.65
 53275.	flexor	      100	     0.65
 53276.	fluctuante	      100	     0.65
 53277.	fortalecerse	      100	     0.65
 53278.	fortísima	      100	     0.65
 53279.	french	      100	     0.65
 53280.	frene	      100	     0.65
 53281.	frívolos	      100	     0.65
 53282.	fuer	      100	     0.65
 53283.	funcionalidades	      100	     0.65
 53284.	galbraith	      100	     0.65
 53285.	gastroenteritis	      100	     0.65
 53286.	gilda	      100	     0.65
 53287.	grafía	      100	     0.65
 53288.	guanina 	      100	     0.65
 53289.	gudelj	      100	     0.65
 53290.	guiomar 	      100	     0.65
 53291.	heterodoxa 	      100	     0.65
 53292.	hidrocarburo	      100	     0.65
 53293.	hojita	      100	     0.65
 53294.	hosteleros	      100	     0.65
 53295.	huánuco 	      100	     0.65
 53296.	ictus	      100	     0.65
 53297.	impugnada  	      100	     0.65
 53298.	inanimados 	      100	     0.65
 53299.	incuestionables	      100	     0.65
 53300.	inculpación	      100	     0.65
 53301.	inexpresiva	      100	     0.65
 53302.	inflorescencias	      100	     0.65
 53303.	infundios	      100	     0.65
 53304.	ingenierías	      100	     0.65
 53305.	inmersas 	      100	     0.65
 53306.	insensatos 	      100	     0.65
 53307.	insustituibles	      100	     0.65
 53308.	intencionadas	      100	     0.65
 53309.	intentaran	      100	     0.65
 53310.	interlocución	      100	     0.65
 53311.	intromisiones	      100	     0.65
 53312.	involucre	      100	     0.65
 53313.	irrespeto	      100	     0.65
 53314.	joshua	      100	     0.65
 53315.	juanma 	      100	     0.65
 53316.	lancero	      100	     0.65
 53317.	lille	      100	     0.65
 53318.	lorna	      100	     0.65
 53319.	lucecitas	      100	     0.65
 53320.	magnetofónica 	      100	     0.65
 53321.	mahón  	      100	     0.65
 53322.	malthus 	      100	     0.65
 53323.	maniqueísmo  	      100	     0.65
 53324.	maracaná  	      100	     0.65
 53325.	margina 	      100	     0.65
 53326.	marin	      100	     0.65
 53327.	medem  	      100	     0.65
 53328.	medusas  	      100	     0.65
 53329.	melódicos 	      100	     0.65
 53330.	menguada  	      100	     0.65
 53331.	mezcolanza  	      100	     0.65
 53332.	mila	      100	     0.65
 53333.	mimada  	      100	     0.65
 53334.	model 	      100	     0.65
 53335.	mojarrita	      100	     0.65
 53336.	montealegre 	      100	     0.65
 53337.	morirían	      100	     0.65
 53338.	morisca 	      100	     0.65
 53339.	mostovoi 	      100	     0.65
 53340.	motricidad	      100	     0.65
 53341.	nadadora 	      100	     0.65
 53342.	negados 	      100	     0.65
 53343.	oligarcas	      100	     0.65
 53344.	oracle	      100	     0.65
 53345.	otomano 	      100	     0.65
 53346.	padezcan 	      100	     0.65
 53347.	paracelso	      100	     0.65
 53348.	paralizan	      100	     0.65
 53349.	parroquiano	      100	     0.65
 53350.	partidismo	      100	     0.65
 53351.	pedrola	      100	     0.65
 53352.	peters	      100	     0.65
 53353.	picaba	      100	     0.65
 53354.	piccolo	      100	     0.65
 53355.	pinga	      100	     0.65
 53356.	pirotecnia	      100	     0.65
 53357.	policíacas	      100	     0.65
 53358.	polisacáridos	      100	     0.65
 53359.	porosos 	      100	     0.65
 53360.	posibilitará	      100	     0.65
 53361.	preestablecidos	      100	     0.65
 53362.	presidieron	      100	     0.65
 53363.	previsora	      100	     0.65
 53364.	pringles	      100	     0.65
 53365.	privatizada	      100	     0.65
 53366.	prometidas 	      100	     0.65
 53367.	protocolar	      100	     0.65
 53368.	provocara	      100	     0.65
 53369.	provocarle	      100	     0.65
 53370.	puerca 	      100	     0.65
 53371.	puya 	      100	     0.65
 53372.	quinina	      100	     0.65
 53373.	ramalazo 	      100	     0.65
 53374.	rcp	      100	     0.65
 53375.	reabre	      100	     0.65
 53376.	rebajada	      100	     0.65
 53377.	recaerá	      100	     0.65
 53378.	recoba 	      100	     0.65
 53379.	recorro	      100	     0.65
 53380.	relacionaban	      100	     0.65
 53381.	remitiendo	      100	     0.65
 53382.	representara	      100	     0.65
 53383.	reprochan 	      100	     0.65
 53384.	resguardado 	      100	     0.65
 53385.	respaldando 	      100	     0.65
 53386.	retales	      100	     0.65
 53387.	reválida	      100	     0.65
 53388.	roncero	      100	     0.65
 53389.	rublos	      100	     0.65
 53390.	sabinas 	      100	     0.65
 53391.	salomónica 	      100	     0.65
 53392.	scarlatti	      100	     0.65
 53393.	secundaron 	      100	     0.65
 53394.	sementales 	      100	     0.65
 53395.	seroconversión	      100	     0.65
 53396.	sirves	      100	     0.65
 53397.	socializar	      100	     0.65
 53398.	solidarizarse	      100	     0.65
 53399.	sorbió	      100	     0.65
 53400.	spurs	      100	     0.65
 53401.	subnormales 	      100	     0.65
 53402.	subregión	      100	     0.65
 53403.	sucedan 	      100	     0.65
 53404.	suecas 	      100	     0.65
 53405.	supusiera	      100	     0.65
 53406.	sustentabilidad	      100	     0.65
 53407.	tebeo	      100	     0.65
 53408.	telefilme	      100	     0.65
 53409.	terminarla	      100	     0.65
 53410.	tip	      100	     0.65
 53411.	tipa	      100	     0.65
 53412.	toqui	      100	     0.65
 53413.	torpedos	      100	     0.65
 53414.	transversalmente	      100	     0.65
 53415.	trasladarlos	      100	     0.65
 53416.	tremens 	      100	     0.65
 53417.	unipolares	      100	     0.65
 53418.	valoraron	      100	     0.65
 53419.	velilla	      100	     0.65
 53420.	vencerá	      100	     0.65
 53421.	venturoso	      100	     0.65
 53422.	violen	      100	     0.65
 53423.	visionaria	      100	     0.65
 53424.	vitacura	      100	     0.65
 53425.	webber 	      100	     0.65
 53426.	weston 	      100	     0.65
 53427.	zambrana  	      100	     0.65
 53428.	zarpó	      100	     0.65
 53429.	abordarlo	       99	     0.64
 53430.	abreviatura	       99	     0.64
 53431.	acuosos 	       99	     0.64
 53432.	admitirán	       99	     0.64
 53433.	adquirirlo	       99	     0.64
 53434.	afeminado 	       99	     0.64
 53435.	albán	       99	     0.64
 53436.	alcazaba 	       99	     0.64
 53437.	alumbrados 	       99	     0.64
 53438.	amurallada 	       99	     0.64
 53439.	anexas 	       99	     0.64
 53440.	anómalos 	       99	     0.64
 53441.	añoranzas 	       99	     0.64
 53442.	anticastrista	       99	     0.64
 53443.	apagué 	       99	     0.64
 53444.	aprenderlo	       99	     0.64
 53445.	apresurar	       99	     0.64
 53446.	aprisionado	       99	     0.64
 53447.	arbustivas	       99	     0.64
 53448.	aristocráticos	       99	     0.64
 53449.	arrojadas	       99	     0.64
 53450.	asegurándole 	       99	     0.64
 53451.	asquerosos 	       99	     0.64
 53452.	atareado	       99	     0.64
 53453.	aulló	       99	     0.64
 53454.	aumentados  	       99	     0.64
 53455.	autoconocimiento 	       99	     0.64
 53456.	autodenominado  	       99	     0.64
 53457.	balbuceo 	       99	     0.64
 53458.	bañaban 	       99	     0.64
 53459.	bandoneón  	       99	     0.64
 53460.	bario	       99	     0.64
 53461.	barrenderos	       99	     0.64
 53462.	batallador	       99	     0.64
 53463.	beaterio	       99	     0.64
 53464.	bergantines	       99	     0.64
 53465.	boardman  	       99	     0.64
 53466.	bogotana 	       99	     0.64
 53467.	bombonas  	       99	     0.64
 53468.	boquiabiertos	       99	     0.64
 53469.	bórax	       99	     0.64
 53470.	bosnias 	       99	     0.64
 53471.	botánicas	       99	     0.64
 53472.	botha	       99	     0.64
 53473.	bre	       99	     0.64
 53474.	breviario	       99	     0.64
 53475.	buscándolo 	       99	     0.64
 53476.	cabildeo	       99	     0.64
 53477.	cacharrería	       99	     0.64
 53478.	cajamadrid 	       99	     0.64
 53479.	calvos	       99	     0.64
 53480.	campestres 	       99	     0.64
 53481.	camuflar	       99	     0.64
 53482.	caóticos	       99	     0.64
 53483.	carcomido 	       99	     0.64
 53484.	cenaron 	       99	     0.64
 53485.	censados 	       99	     0.64
 53486.	centellas	       99	     0.64
 53487.	cerrito	       99	     0.64
 53488.	charlamos 	       99	     0.64
 53489.	chichén 	       99	     0.64
 53490.	ciénagas 	       99	     0.64
 53491.	cimentar	       99	     0.64
 53492.	civilis	       99	     0.64
 53493.	cogerle	       99	     0.64
 53494.	cominos 	       99	     0.64
 53495.	computar 	       99	     0.64
 53496.	concentre 	       99	     0.64
 53497.	conmemoró  	       99	     0.64
 53498.	contabilizó	       99	     0.64
 53499.	continuarían	       99	     0.64
 53500.	corbalán	       99	     0.64
 53501.	coreógrafa	       99	     0.64
 53502.	cornellà	       99	     0.64
 53503.	corres	       99	     0.64
 53504.	corrosiva	       99	     0.64
 53505.	criando	       99	     0.64
 53506.	críptico	       99	     0.64
 53507.	cuaje	       99	     0.64
 53508.	cuarentón 	       99	     0.64
 53509.	cubriera	       99	     0.64
 53510.	cuénteme  	       99	     0.64
 53511.	curador	       99	     0.64
 53512.	curtiss	       99	     0.64
 53513.	daewoo 	       99	     0.64
 53514.	dañe 	       99	     0.64
 53515.	debatieron	       99	     0.64
 53516.	decimoquinta 	       99	     0.64
 53517.	defectuosas 	       99	     0.64
 53518.	degenerar 	       99	     0.64
 53519.	delega	       99	     0.64
 53520.	demostrara 	       99	     0.64
 53521.	deparar	       99	     0.64
 53522.	dependió 	       99	     0.64
 53523.	desabrida	       99	     0.64
 53524.	desafortunadas 	       99	     0.64
 53525.	desayunaba  	       99	     0.64
 53526.	descompensación   	       99	     0.64
 53527.	desgastada 	       99	     0.64
 53528.	desilusiones	       99	     0.64
 53529.	desorbitado	       99	     0.64
 53530.	despensas  	       99	     0.64
 53531.	desprendiendo 	       99	     0.64
 53532.	dinos	       99	     0.64
 53533.	disfrutarán	       99	     0.64
 53534.	disolvía	       99	     0.64
 53535.	dispararse	       99	     0.64
 53536.	dugarte	       99	     0.64
 53537.	duplicará	       99	     0.64
 53538.	edmond  	       99	     0.64
 53539.	ejercerán	       99	     0.64
 53540.	elián	       99	     0.64
 53541.	eliminaría	       99	     0.64
 53542.	emboscado  	       99	     0.64
 53543.	embustes  	       99	     0.64
 53544.	enagua 	       99	     0.64
 53545.	encarnando 	       99	     0.64
 53546.	epistolario	       99	     0.64
 53547.	erial	       99	     0.64
 53548.	escaló	       99	     0.64
 53549.	espiado 	       99	     0.64
 53550.	estereotipados	       99	     0.64
 53551.	evitaremos	       99	     0.64
 53552.	ewing 	       99	     0.64
 53553.	exceptuamos  	       99	     0.64
 53554.	ext	       99	     0.64
 53555.	extraditar	       99	     0.64
 53556.	fabre	       99	     0.64
 53557.	fantasiosa	       99	     0.64
 53558.	farra	       99	     0.64
 53559.	fest	       99	     0.64
 53560.	fete	       99	     0.64
 53561.	fides	       99	     0.64
 53562.	fim	       99	     0.64
 53563.	financie	       99	     0.64
 53564.	florita	       99	     0.64
 53565.	fornidos	       99	     0.64
 53566.	frankie	       99	     0.64
 53567.	frecuentaban	       99	     0.64
 53568.	frívolas	       99	     0.64
 53569.	fuller	       99	     0.64
 53570.	fusionan	       99	     0.64
 53571.	gestarse	       99	     0.64
 53572.	golpeándose 	       99	     0.64
 53573.	gomorra 	       99	     0.64
 53574.	gus 	       99	     0.64
 53575.	habib	       99	     0.64
 53576.	hansen 	       99	     0.64
 53577.	helguera	       99	     0.64
 53578.	hemodiálisis	       99	     0.64
 53579.	hermafrodita	       99	     0.64
 53580.	hijoputa	       99	     0.64
 53581.	hildebrandt	       99	     0.64
 53582.	hispalense	       99	     0.64
 53583.	hornillo	       99	     0.64
 53584.	hostelero	       99	     0.64
 53585.	imparciales	       99	     0.64
 53586.	incontenibles	       99	     0.64
 53587.	indebidas	       99	     0.64
 53588.	individualistas	       99	     0.64
 53589.	individualizados	       99	     0.64
 53590.	inge	       99	     0.64
 53591.	intentemos 	       99	     0.64
 53592.	interesando	       99	     0.64
 53593.	interpelado	       99	     0.64
 53594.	intervencionistas	       99	     0.64
 53595.	intrigada	       99	     0.64
 53596.	inyectados 	       99	     0.64
 53597.	iztapalapa	       99	     0.64
 53598.	kung 	       99	     0.64
 53599.	lamo 	       99	     0.64
 53600.	lanzo	       99	     0.64
 53601.	látigos	       99	     0.64
 53602.	lehman 	       99	     0.64
 53603.	letizia	       99	     0.64
 53604.	lodazal	       99	     0.64
 53605.	lopes	       99	     0.64
 53606.	lúmino	       99	     0.64
 53607.	madrigueras 	       99	     0.64
 53608.	magras 	       99	     0.64
 53609.	magulladuras 	       99	     0.64
 53610.	malik	       99	     0.64
 53611.	malsano 	       99	     0.64
 53612.	mandarme  	       99	     0.64
 53613.	maricas 	       99	     0.64
 53614.	mediara 	       99	     0.64
 53615.	mendiga 	       99	     0.64
 53616.	mercería	       99	     0.64
 53617.	metaanálisis	       99	     0.64
 53618.	meteoros 	       99	     0.64
 53619.	metódicamente  	       99	     0.64
 53620.	miramiento 	       99	     0.64
 53621.	mobil	       99	     0.64
 53622.	moche  	       99	     0.64
 53623.	mode 	       99	     0.64
 53624.	muérdago  	       99	     0.64
 53625.	multimillonarias	       99	     0.64
 53626.	nam 	       99	     0.64
 53627.	neutralizado	       99	     0.64
 53628.	nódulo	       99	     0.64
 53629.	nombrara 	       99	     0.64
 53630.	novas 	       99	     0.64
 53631.	obstrucciones 	       99	     0.64
 53632.	odias	       99	     0.64
 53633.	olivencia	       99	     0.64
 53634.	ondear 	       99	     0.64
 53635.	oníricas	       99	     0.64
 53636.	ordinariez	       99	     0.64
 53637.	otegi	       99	     0.64
 53638.	paoli	       99	     0.64
 53639.	parricidio	       99	     0.64
 53640.	patogenesias 	       99	     0.64
 53641.	patriarcales	       99	     0.64
 53642.	paysandú 	       99	     0.64
 53643.	peneuvista	       99	     0.64
 53644.	pensionista	       99	     0.64
 53645.	perezosamente  	       99	     0.64
 53646.	perniles	       99	     0.64
 53647.	pesquería	       99	     0.64
 53648.	phillip	       99	     0.64
 53649.	picazo	       99	     0.64
 53650.	pistón	       99	     0.64
 53651.	pituitaria	       99	     0.64
 53652.	pivot	       99	     0.64
 53653.	playero	       99	     0.64
 53654.	pocilga	       99	     0.64
 53655.	polarizada	       99	     0.64
 53656.	popy 	       99	     0.64
 53657.	poquitos	       99	     0.64
 53658.	posters	       99	     0.64
 53659.	potásico	       99	     0.64
 53660.	procaz 	       99	     0.64
 53661.	procuramos 	       99	     0.64
 53662.	prodigiosas	       99	     0.64
 53663.	proyectaron	       99	     0.64
 53664.	psicopatológico	       99	     0.64
 53665.	publicaría	       99	     0.64
 53666.	pym 	       99	     0.64
 53667.	quebraron 	       99	     0.64
 53668.	quejigo	       99	     0.64
 53669.	rancios	       99	     0.64
 53670.	realizarían	       99	     0.64
 53671.	realizarlos	       99	     0.64
 53672.	rectificado	       99	     0.64
 53673.	reeves	       99	     0.64
 53674.	relacionales	       99	     0.64
 53675.	relatados	       99	     0.64
 53676.	remontada 	       99	     0.64
 53677.	remunerada 	       99	     0.64
 53678.	repetirla	       99	     0.64
 53679.	respetarlo	       99	     0.64
 53680.	revelaría	       99	     0.64
 53681.	reventós	       99	     0.64
 53682.	revientan	       99	     0.64
 53683.	ritualmente	       99	     0.64
 53684.	rogándole	       99	     0.64
 53685.	rubricado	       99	     0.64
 53686.	sabine	       99	     0.64
 53687.	salesianos	       99	     0.64
 53688.	saltea	       99	     0.64
 53689.	sátiro	       99	     0.64
 53690.	señalábamos  	       99	     0.64
 53691.	señalen 	       99	     0.64
 53692.	simplificaciones	       99	     0.64
 53693.	sistematizado 	       99	     0.64
 53694.	soleadas 	       99	     0.64
 53695.	solterón	       99	     0.64
 53696.	subdivisiones	       99	     0.64
 53697.	sufriente	       99	     0.64
 53698.	superhombre  	       99	     0.64
 53699.	suplicando	       99	     0.64
 53700.	supranacionales 	       99	     0.64
 53701.	tamizada 	       99	     0.64
 53702.	tanga	       99	     0.64
 53703.	terenci	       99	     0.64
 53704.	three	       99	     0.64
 53705.	toisón	       99	     0.64
 53706.	tomasito	       99	     0.64
 53707.	topográfica	       99	     0.64
 53708.	tratante	       99	     0.64
 53709.	travestis	       99	     0.64
 53710.	trois	       99	     0.64
 53711.	trufa	       99	     0.64
 53712.	ujier	       99	     0.64
 53713.	válidamente	       99	     0.64
 53714.	vaticinar	       99	     0.64
 53715.	velazco	       99	     0.64
 53716.	vendería	       99	     0.64
 53717.	vendrell	       99	     0.64
 53718.	veranear	       99	     0.64
 53719.	vilafranca	       99	     0.64
 53720.	vivieran	       99	     0.64
 53721.	vocera	       99	     0.64
 53722.	volcánicos	       99	     0.64
 53723.	watt	       99	     0.64
 53724.	webern 	       99	     0.64
 53725.	zag 	       99	     0.64
 53726.	zancudos 	       99	     0.64
 53727.	zeljko	       99	     0.64
 53728.	abrazamos  	       98	     0.64
 53729.	abundaba 	       98	     0.64
 53730.	aceleraciones	       98	     0.64
 53731.	aciagos 	       98	     0.64
 53732.	adaptarlo	       98	     0.64
 53733.	adúltera	       98	     0.64
 53734.	afilar	       98	     0.64
 53735.	agraciados 	       98	     0.64
 53736.	agrios	       98	     0.64
 53737.	aim 	       98	     0.64
 53738.	ajustará	       98	     0.64
 53739.	alcanzase 	       98	     0.64
 53740.	alpinismo	       98	     0.64
 53741.	alpinistas	       98	     0.64
 53742.	altitudinal	       98	     0.64
 53743.	amenábar  	       98	     0.64
 53744.	amiguitos	       98	     0.64
 53745.	ampliados 	       98	     0.64
 53746.	añeja	       98	     0.64
 53747.	animadora 	       98	     0.64
 53748.	antecesora 	       98	     0.64
 53749.	antropológicas	       98	     0.64
 53750.	apetitoso	       98	     0.64
 53751.	apneas 	       98	     0.64
 53752.	apocado 	       98	     0.64
 53753.	aprestan	       98	     0.64
 53754.	astringente	       98	     0.64
 53755.	autoabastecimiento 	       98	     0.64
 53756.	balbucear	       98	     0.64
 53757.	baldosa 	       98	     0.64
 53758.	baluartes	       98	     0.64
 53759.	batiente	       98	     0.64
 53760.	belaúnde 	       98	     0.64
 53761.	benignidad	       98	     0.64
 53762.	berríos	       98	     0.64
 53763.	binarios	       98	     0.64
 53764.	biosca	       98	     0.64
 53765.	blanqueado 	       98	     0.64
 53766.	blanquita	       98	     0.64
 53767.	bocinazos 	       98	     0.64
 53768.	bolivariano	       98	     0.64
 53769.	bonete 	       98	     0.64
 53770.	boomerang  	       98	     0.64
 53771.	botado 	       98	     0.64
 53772.	brossa 	       98	     0.64
 53773.	busch 	       98	     0.64
 53774.	cabecea 	       98	     0.64
